Protein_ID,Compound_ID,Label
Q96IY4,SUB-7147,0
G1UFR4,SUB-1473,0
P16444,SUB-5470,0
A0A0E3GVY6,SUB-2337,0
P04335,SUB-8482,0
Q4J9F2,SUB-6768,1
P51661,SUB-889,0
P49384,SUB-4519,0
F6BL85,SUB-5382,0
A2VA43,SUB-10103,0
Q91ZQ5,SUB-3363,0
Q42629,SUB-2942,1
Q84PN8,SUB-8711,1
P95619,SUB-5257,0
Q02497,SUB-1142,1
P26459,SUB-304,0
Q9S3U5,SUB-1102,1
P33317,SUB-4784,0
P06875,SUB-83,1
Q9HA79,SUB-1621,1
Q9P8P2,SUB-1771,1
P30837,SUB-6162,0
P06875,SUB-2317,1
Q9YA13,SUB-8539,0
B9W4V6,SUB-5123,0
P0A434,SUB-6238,0
O85764,SUB-4968,1
P22643,SUB-3041,1
E6UBR9,SUB-3321,0
Q9BY64,SUB-6513,1
Q9HFV6,SUB-8002,1
P04963,SUB-9512,1
M5C6U3,SUB-9042,0
Q72LL6,SUB-8251,1
B8N106,SUB-8692,1
Q9AGH8,SUB-4318,0
P08319,SUB-8142,0
O94219,SUB-999,0
P32861,SUB-2612,1
P76458,SUB-9970,1
P30837,SUB-6662,1
Q8IEK1,SUB-9240,1
P55217,SUB-6787,1
Q9KAN9,SUB-10147,1
Q5FL96,SUB-4071,0
S5M6X9,SUB-3625,1
P06875,SUB-7164,1
K0EFJ2,SUB-429,0
V5YT97,SUB-10092,0
Q15493,SUB-5416,1
Q5I6B5,SUB-6828,1
P06276,SUB-6577,0
P37528,SUB-8475,1
Q9LFT6,SUB-8961,1
Q5JI38,SUB-5677,0
Q5SIY4,SUB-4127,1
Q8WNV7,SUB-751,0
P80679,SUB-7094,1
P00350,SUB-3503,1
Q976X5,SUB-3977,1
F6N111,SUB-6745,1
Q8TCT1,SUB-8400,1
O75828,SUB-9393,1
P53052,SUB-1687,0
P06875,SUB-9565,1
A0A059WLZ7,SUB-9569,1
P00634,SUB-6869,0
Q6PQJ9,SUB-2315,1
P30837,SUB-6451,1
Q0E9Q7,SUB-4348,0
Q9UBV7,SUB-8354,1
B2ZRE3,SUB-4878,0
Q9UBV7,SUB-3397,1
Q9C4B3,SUB-3756,1
O06652,SUB-6164,0
D7UER1,SUB-2315,1
Q13093,SUB-2843,0
E2GIN1,SUB-5546,1
Q9HA79,SUB-5023,1
P0A6K3,SUB-1468,0
P21589,SUB-6275,0
Q8H0L8,SUB-9956,1
Q91XE4,SUB-1983,1
O52933,SUB-2928,0
Q16836,SUB-6707,0
H9NJ52,SUB-1883,1
Q84HI6,SUB-9863,1
Q8TEY0,SUB-2960,0
Q9S3U5,SUB-663,0
O75462,SUB-8677,1
Q53389,SUB-8531,0
P0A6I0,SUB-10087,1
O75881,SUB-2330,1
Q81DA6,SUB-2238,1
Q9I4G8,SUB-3060,0
P49366,SUB-6470,1
Q80V53,SUB-9813,0
A0A0J9X243,SUB-4956,1
Q6TQT0,SUB-6447,0
Q12737,SUB-10270,0
P43353,SUB-4291,1
B3TNN8,SUB-3068,1
A2QL72,SUB-7019,0
Q9SLN8,SUB-5350,1
Q04631,SUB-957,1
C7EWM3,SUB-5259,1
Q13126,SUB-4823,1
P06875,SUB-2031,1
O35350,SUB-2432,1
A1XWY7,SUB-1376,1
P10902,SUB-2796,1
Q7X9A9,SUB-1675,1
I6YFP0,SUB-5804,1
P54965,SUB-379,0
Q9D379,SUB-3707,0
Q8GAW0,SUB-4639,1
P32947,SUB-9714,1
P37528,SUB-6590,1
Q8NJP6,SUB-4817,0
Q7XZQ8,SUB-5998,1
O94219,SUB-2622,0
A1ZA98,SUB-6588,0
P46921,SUB-973,1
Q9HA79,SUB-5132,0
O32125,SUB-7732,0
Q96GD0,SUB-8499,0
Q25252,SUB-287,0
C9K2Z6,SUB-613,0
Q13093,SUB-9513,0
P0A110,SUB-7833,1
J9P7P2,SUB-2735,1
Q9C4B3,SUB-9473,0
P52705,SUB-8048,1
Q27651,SUB-2086,1
P00634,SUB-5992,1
B3IUN8,SUB-1576,0
Q6N8N2,SUB-2456,0
B8K1W1,SUB-4598,1
Q9X265,SUB-5586,0
S5FU55,SUB-3526,0
F9UM18,SUB-6312,0
P51857,SUB-602,0
Q9WWW6,SUB-1072,0
Q58HT5,SUB-5110,1
Q6RET3,SUB-8598,1
Q02497,SUB-2894,0
Q7V6D4,SUB-3389,1
P59337,SUB-6718,0
Q15392,SUB-8777,1
P07686,SUB-3233,1
B9W4V6,SUB-1987,0
Q53U21,SUB-2634,0
Q9UI42,SUB-5690,0
Q8YXV3,SUB-2869,1
P80025,SUB-5558,1
P68175,SUB-4931,1
Q93Y47,SUB-4449,1
P00698,SUB-848,1
Q9KAN9,SUB-1658,0
P12998,SUB-2016,1
Q53389,SUB-6391,1
Q96EY8,SUB-6197,1
P06875,SUB-46,1
F6N111,SUB-3377,0
Q81EJ6,SUB-9321,0
A3MWK6,SUB-1308,1
B0K3U7,SUB-1823,1
Q60136,SUB-8776,1
A3E7Z7,SUB-1238,0
P32320,SUB-8652,0
P59337,SUB-65,0
Q8S3B6,SUB-1682,1
Q64428,SUB-7292,1
Q28113,SUB-1545,0
O13702,SUB-5277,1
P19801,SUB-2955,1
Q5FSN8,SUB-2252,0
A0A075B5H4,SUB-4137,0
A0A1L3GZ76,SUB-9777,1
P78329,SUB-7122,1
P97872,SUB-6158,0
P08397,SUB-2042,1
P18405,SUB-5199,1
B2RKK0,SUB-2060,0
Q9KWR5,SUB-7347,1
Q5BM20,SUB-1413,0
O32428,SUB-2047,0
Q9FEW9,SUB-3109,0
P06622,SUB-8975,0
Q9LCQ7,SUB-9707,1
O87943,SUB-309,1
P9WFX7,SUB-5903,1
P00327,SUB-6656,0
Q8TCT0,SUB-5522,1
P80679,SUB-3057,1
P52895,SUB-9974,1
P16444,SUB-969,0
P04068,SUB-4432,0
Q52383,SUB-4230,0
A0ZXZ4,SUB-1053,1
P17109,SUB-7451,0
Q3LHN4,SUB-4133,0
Q9LAB8,SUB-1474,0
A4D0H5,SUB-3683,0
F8JPG4,SUB-4176,1
P32320,SUB-8587,0
Q8R3P0,SUB-529,0
P40051,SUB-10066,0
P07154,SUB-7237,0
A2GMG5,SUB-6319,0
Q9C1S9,SUB-6030,0
Q02971,SUB-4701,1
P30837,SUB-6441,1
P17516,SUB-4711,1
Q9R1T5,SUB-8993,0
O64743,SUB-4066,0
Q80VQ0,SUB-3923,1
Q9WWW6,SUB-4339,0
Q8IEK1,SUB-4652,1
P14679,SUB-6455,0
Q84HQ2,SUB-3964,1
P06875,SUB-7000,0
Q84PN8,SUB-4495,0
P0ABF6,SUB-1268,0
Q7WWK8,SUB-2622,1
Q5BM20,SUB-4479,0
P80679,SUB-10145,0
P07524,SUB-9228,0
Q9FAW5,SUB-7548,0
Q9QYY9,SUB-9219,1
D2JRZ6,SUB-5522,1
Q70XE6,SUB-6779,1
P26439,SUB-4287,1
B2ZB02,SUB-7741,1
P00371,SUB-2840,1
P00634,SUB-7291,0
P00791,SUB-5346,1
A0A0H3M8A6,SUB-5522,1
O35084,SUB-8089,0
Q12178,SUB-7220,0
P07205,SUB-2339,0
C9JRZ8,SUB-167,1
P07129,SUB-3211,0
Q9P8R5,SUB-10144,1
A5LGH2,SUB-5444,0
Q9JPB5,SUB-3973,0
P37528,SUB-7815,0
A4IP64,SUB-6060,0
P77072,SUB-4664,1
P42330,SUB-9370,0
A0A2H4ER88,SUB-2703,0
Q9TT94,SUB-5507,0
C6A190,SUB-10099,1
B6U0X5,SUB-5184,1
Q670W0,SUB-7785,1
P97872,SUB-4727,1
Q8KN40,SUB-1332,1
Q9BY64,SUB-6247,1
Q9C4B3,SUB-188,0
P25774,SUB-4518,0
C9JRZ8,SUB-3262,0
P14384,SUB-5915,0
C6W7B1,SUB-2958,0
A0A9I9,SUB-1437,1
Q8TQ93,SUB-3148,0
Q96IY4,SUB-5068,1
Q8U1M0,SUB-5868,1
Q93YB2,SUB-2787,0
P13154,SUB-8532,0
F6BL85,SUB-3997,0
P00327,SUB-3726,1
P00634,SUB-940,1
Q2U7D3,SUB-38,1
Q9BZX2,SUB-4956,0
P21219,SUB-8801,0
O75828,SUB-3538,1
P08311,SUB-4872,0
O14556,SUB-6515,1
P24855,SUB-9979,1
Q13126,SUB-3330,0
P49273,SUB-6477,1
B2LYJ5,SUB-2662,1
F8S123,SUB-864,1
Q1PS23,SUB-9983,1
Q6VVP7,SUB-4363,1
P11310,SUB-4483,1
W8DVW0,SUB-1094,0
P13129,SUB-5539,1
Q9UNP4,SUB-5686,1
B9VWB2,SUB-2575,0
Q6GMR7,SUB-3602,1
Q937X0,SUB-9225,0
Q5JI09,SUB-6421,0
Q04828,SUB-296,1
Q9KYI5,SUB-6197,1
Q9V2Z6,SUB-3964,1
A0A142VC48,SUB-1144,0
Q02567,SUB-2418,1
P9WNG3,SUB-3015,0
Q9HTR2,SUB-2823,0
B2ZB02,SUB-2883,1
Q93TJ5,SUB-1141,0
P00634,SUB-3654,0
Q9P6I7,SUB-8052,1
P15042,SUB-9319,0
Q04179,SUB-931,0
P15559,SUB-1326,1
P04177,SUB-9101,1
F9UM18,SUB-1630,0
P11349,SUB-5289,0
C0L3S4,SUB-8700,0
Q96323,SUB-363,0
P04963,SUB-829,1
P72224,SUB-2617,0
P42860,SUB-8043,0
Q12537,SUB-8434,1
P31373,SUB-4064,1
B2LYJ5,SUB-2749,0
P52704,SUB-3444,1
B9W4V6,SUB-5294,1
P48418,SUB-5643,1
O94753,SUB-5148,0
Q8VPT7,SUB-10179,0
P54965,SUB-8331,0
A0A059WLZ7,SUB-3680,1
Q5M886,SUB-2570,1
Q3I3W6,SUB-4333,1
P34960,SUB-863,0
Q9XZT6,SUB-2253,1
Q972A9,SUB-3335,0
P60484,SUB-6724,0
Q54YL2,SUB-7840,0
P33160,SUB-2994,0
B0F411,SUB-9442,0
Q84PN8,SUB-4356,1
Q9QF31,SUB-8211,1
F5H5G0,SUB-2666,1
A8HTN2,SUB-6823,0
A0A0C1Q6R1,SUB-8203,1
Q6P7B9,SUB-3087,1
P37058,SUB-1883,1
Q499V1,SUB-2153,1
P00722,SUB-7912,1
Q92626,SUB-6668,0
B5A496,SUB-4895,0
Q9ZNN8,SUB-1588,0
C7FF05,SUB-633,1
D0ITF8,SUB-7641,0
P51650,SUB-1547,1
Q2UII1,SUB-8804,0
G7H7Y1,SUB-268,0
Q8IJ74,SUB-5144,0
Q9BY64,SUB-4676,0
A0A075BX21,SUB-9101,0
Q86UL3,SUB-4483,1
F6BL85,SUB-6233,0
Q8K4B7,SUB-9280,1
Q9F0L9,SUB-2362,0
Q4KCL8,SUB-627,0
I4DHV7,SUB-9362,0
Q936X3,SUB-9315,0
Q4W8B8,SUB-284,0
Q9HAT2,SUB-7986,0
P07154,SUB-6927,1
P11509,SUB-6964,0
P0A6L4,SUB-6265,0
Q6N8N2,SUB-4919,0
Q6GMR7,SUB-3795,1
A0LRH8,SUB-4987,0
B2LYJ5,SUB-9582,1
Q7SIG4,SUB-9495,1
Q9AR22,SUB-9548,1
P39849,SUB-5441,1
P08319,SUB-51,0
Q8K4B7,SUB-1155,0
P41407,SUB-9221,1
P18548,SUB-4855,1
Q92XZ6,SUB-6258,0
Q6AYS7,SUB-6645,1
P06621,SUB-10305,1
Q8NFP7,SUB-274,0
Q4R0H9,SUB-9248,1
P56965,SUB-2588,0
P0A110,SUB-2431,1
Q6UG02,SUB-3545,1
P21588,SUB-1977,0
Q06136,SUB-676,0
A0A076JRL8,SUB-3625,0
P08037,SUB-6713,1
Q2KIR7,SUB-9803,1
P11310,SUB-6536,0
G1UBD1,SUB-2178,0
B0F411,SUB-4128,0
P43387,SUB-5669,1
Q8K4B7,SUB-3821,1
Q6IB77,SUB-4678,0
P15304,SUB-6085,0
P77781,SUB-8289,0
A0A024FRL9,SUB-5819,0
Q99040,SUB-8016,1
C9K2Z6,SUB-5773,0
Q9X265,SUB-3444,1
B5A496,SUB-8357,1
B2LYJ5,SUB-346,0
P16116,SUB-220,0
Q3ZFI4,SUB-4541,0
I4DHV7,SUB-8861,0
O15565,SUB-9284,1
E9P162,SUB-2050,0
H9NJ52,SUB-1219,0
P00791,SUB-1430,1
P02592,SUB-6677,0
Q8GJG7,SUB-2872,1
P37528,SUB-3185,0
P00327,SUB-1194,0
B2RKK0,SUB-6314,0
Q9ZSD6,SUB-6852,1
A4LA85,SUB-6856,1
Q0PC20,SUB-6835,1
Q04552,SUB-7700,1
P00183,SUB-8281,0
O09046,SUB-2068,0
Q0ZUL0,SUB-1749,0
A0A142VC48,SUB-947,1
Q7Z975,SUB-5081,0
P26439,SUB-5115,0
A2VA43,SUB-7904,0
P54616,SUB-3435,0
P07154,SUB-8884,1
P80679,SUB-2705,0
P08319,SUB-4770,0
P00651,SUB-4182,1
P06875,SUB-4010,0
Q9UHY7,SUB-3679,1
D7UER1,SUB-9505,0
A3DCH2,SUB-5375,1
G1JSL4,SUB-935,1
Q9WXT2,SUB-315,1
P59337,SUB-7422,0
P59337,SUB-355,0
Q8GI14,SUB-5963,0
P17988,SUB-5014,1
A0ZXZ4,SUB-114,0
P97612,SUB-5877,0
O94823,SUB-4810,0
O73949,SUB-10028,0
Q9SGU9,SUB-832,1
P39135,SUB-1837,0
Q04631,SUB-3745,1
Q9SMI2,SUB-8248,0
O73949,SUB-4454,1
F1P458,SUB-1437,1
D5JBW8,SUB-4119,1
Q50EK3,SUB-7455,0
A2VA43,SUB-6546,0
P51590,SUB-5503,1
P14743,SUB-1620,0
Q93TJ5,SUB-1601,0
A0A0K8P6T7,SUB-10296,1
P26439,SUB-805,1
Q08IT7,SUB-6812,1
P68175,SUB-9828,1
B0K3U7,SUB-2156,0
G1EMI7,SUB-6902,0
I0GZ55,SUB-4391,1
P20960,SUB-4793,1
Q70AC7,SUB-4092,0
Q7Z975,SUB-8441,1
Q9Y5Z6,SUB-8631,1
Q9HA79,SUB-4031,1
Q8WVQ1,SUB-8460,0
Q08IT1,SUB-8029,1
P07205,SUB-896,0
P06617,SUB-8528,0
A0A0A1E7Z2,SUB-7934,0
P07205,SUB-10174,1
A0A075B5G4,SUB-9680,0
Q13822,SUB-9145,0
A0A0E4A9D6,SUB-3729,1
O73957,SUB-4238,1
B2GV72,SUB-3002,1
P08473,SUB-8028,1
P21812,SUB-6017,0
Q0QLF2,SUB-8762,1
P0A434,SUB-3205,1
Q9KAN9,SUB-4901,1
P07524,SUB-6057,1
A0A1Y0DKQ1,SUB-1451,1
B2RKK0,SUB-320,1
O14772,SUB-5522,1
P24008,SUB-3965,1
P05694,SUB-446,1
I0GZ55,SUB-5687,1
Q43998,SUB-9745,1
Q9HIW6,SUB-6167,0
P30041,SUB-7412,0
Q9Y487,SUB-10205,0
Q8TQP8,SUB-6165,0
Q88FX8,SUB-441,1
P23457,SUB-4288,1
Q8U0Z6,SUB-1258,0
P21589,SUB-3665,1
Q8TCT1,SUB-1093,1
P04694,SUB-3341,0
Q7S0S2,SUB-7460,0
P07384,SUB-9077,0
Q8WRD8,SUB-8637,0
K0CAI2,SUB-928,0
M5C6U3,SUB-1536,1
P15169,SUB-9556,0
B8FVX4,SUB-9114,1
Q99JY8,SUB-629,0
A0A0J9X243,SUB-1369,0
Q84XT1,SUB-894,0
P56817,SUB-4966,1
P30986,SUB-4178,1
P80679,SUB-8806,0
G1T465,SUB-2046,1
Q8K4B7,SUB-5115,1
P07998,SUB-7790,1
F1P458,SUB-6968,0
Q9ZQI7,SUB-1685,1
P13650,SUB-6003,1
C7FF05,SUB-8239,1
B1NY94,SUB-1587,0
P54716,SUB-10056,1
P52705,SUB-6795,1
Q96IY4,SUB-1182,1
Q6KB19,SUB-3030,0
O60760,SUB-8189,0
Q70Y21,SUB-994,0
Q25252,SUB-4167,0
Q13093,SUB-9047,1
I4DHV7,SUB-3754,1
P60906,SUB-5522,1
Q8X1D8,SUB-5899,0
Q86UL3,SUB-9655,0
Q6WAU1,SUB-4744,1
Q9Y3D8,SUB-2768,1
Q6QWR1,SUB-9583,0
P13154,SUB-2080,0
P00438,SUB-8661,0
Q2FZL2,SUB-22,0
Q9P979,SUB-9220,1
P00591,SUB-3139,1
P05982,SUB-5070,1
P54781,SUB-8871,0
P00183,SUB-8751,1
P04184,SUB-6100,0
A0P0F6,SUB-6581,0
P9WQP7,SUB-6101,1
P21395,SUB-1460,0
P46010,SUB-5882,1
Q9NQR4,SUB-3448,1
P37967,SUB-1122,0
B3Y018,SUB-4802,1
Q7S3U4,SUB-3915,1
P31013,SUB-3124,1
Q6LUT2,SUB-5133,0
P0A6L0,SUB-1200,0
Q9SQ67,SUB-3086,1
G1T465,SUB-8307,0
Q9BY64,SUB-2935,1
P0A6L0,SUB-9463,0
Q8TTZ3,SUB-6995,0
P11310,SUB-10264,0
A0A140CUL9,SUB-5508,1
Q8LPL7,SUB-9801,1
C7FF05,SUB-6270,1
Q5JI38,SUB-8488,1
B3VTL5,SUB-5088,0
Q56841,SUB-6643,1
P06276,SUB-4645,0
P0A744,SUB-8947,1
P39714,SUB-9882,0
P56653,SUB-8087,1
P39464,SUB-1355,0
Q9FDV9,SUB-1446,0
P0A6I3,SUB-3247,0
P22734,SUB-5903,0
Q8WNV7,SUB-10151,1
F5H5G0,SUB-224,1
Q52NW7,SUB-5507,1
E6UBR9,SUB-8177,0
P19971,SUB-1076,0
P07686,SUB-9311,1
Q948T5,SUB-1742,0
P0A993,SUB-2625,0
Q31QF3,SUB-6684,0
Q67ZE1,SUB-4326,0
P27545,SUB-2530,0
Q96IY4,SUB-9294,0
P21890,SUB-2046,1
P24855,SUB-5839,0
Q8GYB8,SUB-10081,1
P39831,SUB-6541,1
P11546,SUB-7564,0
P35738,SUB-8396,1
P26439,SUB-739,0
D7UER1,SUB-7353,1
P00191,SUB-6308,1
P17811,SUB-6289,0
F2JXJ3,SUB-8539,1
P00455,SUB-9767,1
P16311,SUB-2973,1
Q8KLT9,SUB-1922,0
Q8GB17,SUB-4695,0
P80679,SUB-8837,0
A0A0J9X243,SUB-3289,0
A0A075B5H4,SUB-8362,0
Q8IEK1,SUB-9120,1
Q7Z8L1,SUB-3584,0
P00183,SUB-1818,1
Q8LP26,SUB-1277,0
Q9H227,SUB-4788,0
G1JSL4,SUB-9657,0
P04963,SUB-6673,0
Q9M0A7,SUB-3879,0
D3ZU86,SUB-7103,0
P28037,SUB-3976,0
Q9LFT6,SUB-7650,0
P21890,SUB-7485,0
Q8RY79,SUB-2386,0
A0A0G3ICV8,SUB-1162,0
P06999,SUB-3023,0
S5M6X9,SUB-1824,1
P19971,SUB-1270,0
Q6WAU1,SUB-3173,0
Q9HH76,SUB-2621,0
A0A0D5A4E4,SUB-3889,1
Q9ZSD6,SUB-8541,1
Q1JUP4,SUB-6702,0
Q84T18,SUB-6805,1
Q96IY4,SUB-9707,0
P46010,SUB-3134,0
V5YT97,SUB-3776,1
Q9Y2B2,SUB-801,1
O94219,SUB-8760,1
P39633,SUB-8355,0
Q70XE6,SUB-9074,0
P37528,SUB-7775,0
O94823,SUB-8322,0
O81884,SUB-7643,0
Q12737,SUB-7694,1
P80563,SUB-1350,1
Q8W162,SUB-4434,0
B1IVD5,SUB-7228,1
Q16MV6,SUB-8819,0
Q9FLP9,SUB-2420,1
Q8I8Y0,SUB-2991,0
P15636,SUB-4041,0
P0A9I8,SUB-10300,1
Q56185,SUB-7911,1
A9QXE0,SUB-1613,1
A9ZPJ6,SUB-2660,0
P36633,SUB-1149,0
Q9XHE8,SUB-3178,0
P10902,SUB-5737,0
P43353,SUB-6044,0
P08311,SUB-7701,0
Q76HN6,SUB-7499,0
Q9UBR2,SUB-7467,1
Q5QE78,SUB-6986,0
Q8UVJ2,SUB-720,0
Q8VPD4,SUB-2033,0
Q6RKB1,SUB-4900,0
Q28943,SUB-470,1
C9K2Z6,SUB-1267,1
O65782,SUB-12,1
P58758,SUB-9196,0
P81535,SUB-5552,0
A0A1L4AJD2,SUB-3744,0
B5BLW5,SUB-9014,0
Q65CJ7,SUB-9954,1
O95045,SUB-1899,0
B9W4V6,SUB-1776,0
Q8WNV7,SUB-5539,0
Q13126,SUB-3273,0
P36269,SUB-9219,0
B0F411,SUB-5973,1
Q96V44,SUB-1040,1
P11544,SUB-231,1
O32428,SUB-3508,0
Q07982,SUB-3742,0
Q96IY4,SUB-7467,1
Q04631,SUB-9368,1
P04177,SUB-7043,1
P31663,SUB-6237,0
P24182,SUB-6041,1
C4LSN1,SUB-8911,0
B2J1M1,SUB-10149,0
P00784,SUB-2082,0
G1UBD1,SUB-7532,1
P14941,SUB-4002,1
Q57573,SUB-1966,1
Q05469,SUB-3860,1
B6EPH0,SUB-1132,1
D4GP29,SUB-8371,1
F5H5G0,SUB-6216,1
P06276,SUB-2484,1
Q00796,SUB-4335,0
Q7G191,SUB-9525,0
B1NY94,SUB-2425,0
Q96EY8,SUB-4788,1
P14655,SUB-3332,1
Q9NUT2,SUB-2387,0
P20933,SUB-8427,0
P16444,SUB-6310,1
P0A6K3,SUB-8967,0
P05364,SUB-9898,1
Q7TNJ7,SUB-5522,1
P16330,SUB-1063,0
Q97XA5,SUB-1386,1
E9P162,SUB-7472,0
Q9TQS6,SUB-7573,0
Q92820,SUB-6502,0
Q9SR37,SUB-6550,1
P59337,SUB-2650,1
P18405,SUB-6471,0
Q9ZVL6,SUB-2768,1
Q8NCE0,SUB-1433,1
Q8K4B7,SUB-1964,1
P05982,SUB-131,1
P37528,SUB-8596,0
P47205,SUB-2267,0
P50162,SUB-1103,1
P07524,SUB-999,1
A3MUY9,SUB-1019,0
P37610,SUB-4694,1
P41744,SUB-6912,0
Q8BYK4,SUB-569,1
Q9LK94,SUB-589,0
Q9Y6X5,SUB-1670,1
Q8UVJ2,SUB-1644,0
Q13126,SUB-10080,0
Q0E9Q7,SUB-1684,1
P00780,SUB-7143,0
P15555,SUB-1522,0
Q9FYY0,SUB-10123,0
P07205,SUB-4089,1
Q05469,SUB-1904,0
P05982,SUB-6789,1
P08319,SUB-8183,1
D2Z027,SUB-5373,1
P17516,SUB-5905,1
P53164,SUB-8707,1
Q53389,SUB-1791,0
P17109,SUB-2581,0
Q5U901,SUB-8674,1
Q9UVP6,SUB-8908,0
Q13093,SUB-1047,0
P33570,SUB-7190,0
P08473,SUB-1980,1
O75936,SUB-6310,0
P42328,SUB-10011,1
P17516,SUB-7256,1
P05202,SUB-6089,0
P67095,SUB-4051,0
F9UM18,SUB-7652,1
Q03131,SUB-6193,1
Q8WNV7,SUB-2809,0
Q02318,SUB-8039,0
Q8I3X4,SUB-2622,0
Q3LHN4,SUB-2172,1
Q7X2H8,SUB-1315,1
P32320,SUB-1711,0
C9JRZ8,SUB-3659,1
A1BBA0,SUB-3677,1
Q8GPG4,SUB-1865,0
Q03J44,SUB-1847,1
P54965,SUB-6588,1
P05982,SUB-8456,1
Q5JIE9,SUB-3959,0
P43353,SUB-2711,0
Q00796,SUB-1418,0
Q9P2W7,SUB-788,0
O58754,SUB-1798,1
M1JEK6,SUB-1582,0
Q9HA79,SUB-4808,1
Q92820,SUB-6697,1
G1UBD1,SUB-1615,0
Q838N5,SUB-2405,0
P22643,SUB-7246,0
A0A075W695,SUB-5521,0
P14384,SUB-2039,1
Q9JHW9,SUB-2002,1
O75342,SUB-8147,0
Q5LUF3,SUB-8255,0
W6CX26,SUB-7021,1
Q8J2T0,SUB-6450,0
Q70JP0,SUB-3474,0
Q5YFS2,SUB-4003,1
A1ZA98,SUB-6184,1
P10963,SUB-6341,0
P21219,SUB-787,0
P00591,SUB-2668,1
P11558,SUB-6405,1
P00183,SUB-2971,0
Q8WNV7,SUB-5866,0
U6A566,SUB-4879,0
O94219,SUB-2599,1
P51570,SUB-5522,1
Q0PQZ5,SUB-2386,1
Q49SH0,SUB-7933,0
A0A075B5G4,SUB-4996,1
Q08IT7,SUB-4554,0
P26281,SUB-2370,0
P31013,SUB-1338,0
O29976,SUB-10236,1
P12955,SUB-5632,1
Q9BY64,SUB-5861,0
P23457,SUB-5039,0
P78609,SUB-6934,1
P15290,SUB-1521,0
P51590,SUB-2105,0
O75828,SUB-6207,1
P0ADI4,SUB-5240,0
Q8U4Q8,SUB-2622,0
P72224,SUB-1431,1
Q9LAH7,SUB-2202,1
E3W861,SUB-2041,1
Q5JI09,SUB-5904,0
Q5UNS1,SUB-7661,1
Q12737,SUB-9999,1
A0A1D6BJ11,SUB-5316,0
O88736,SUB-1698,1
Q83WC8,SUB-10014,1
O75828,SUB-5746,1
P28838,SUB-10119,0
P42938,SUB-5522,1
H8WR05,SUB-8170,1
Q8YWM0,SUB-7719,0
P49189,SUB-4933,0
P39633,SUB-9022,0
P11509,SUB-9656,0
P21395,SUB-8209,0
Q0ZUL0,SUB-3972,1
Q402C7,SUB-3084,1
P19515,SUB-9812,1
B3IVI7,SUB-5195,1
Q31QF3,SUB-5262,1
P51661,SUB-7138,0
Q2AAT6,SUB-9734,0
P53184,SUB-3100,0
O14495,SUB-274,1
P47989,SUB-6446,0
O75828,SUB-3972,0
O87612,SUB-8204,1
Q3I3W6,SUB-6874,1
Q2KIR7,SUB-6830,0
Q5YFS2,SUB-7543,0
P80679,SUB-1323,1
A2ICH1,SUB-3939,0
O87725,SUB-9131,1
Q9HA79,SUB-179,0
Q9HFV6,SUB-7061,0
P39849,SUB-8283,1
D5KT95,SUB-5955,0
P15559,SUB-1625,0
P68175,SUB-7783,1
Q64610,SUB-7835,1
Q51793,SUB-1013,1
Q15440,SUB-5522,1
P46010,SUB-7978,0
Q91XE4,SUB-6709,1
P39135,SUB-4121,0
Q25252,SUB-5028,1
A0A0E4A9D6,SUB-5897,0
O60760,SUB-608,0
Q9AGH8,SUB-2017,1
A2DJ40,SUB-9206,1
P0A6L0,SUB-1397,1
P11935,SUB-83,1
P04177,SUB-7597,1
Q72IW9,SUB-132,1
Q13093,SUB-8449,0
P37058,SUB-8876,0
A0A1J6JQE7,SUB-5268,0
Q9NRR6,SUB-4604,1
Q04828,SUB-4016,0
P11436,SUB-5877,0
Q6WB13,SUB-4982,1
P05364,SUB-2146,0
Q9L9D7,SUB-8254,1
Q92484,SUB-10294,0
P51857,SUB-113,0
A2DJ40,SUB-2732,0
A0A165QBG6,SUB-5366,0
H3JQW0,SUB-6599,0
Q8VPD4,SUB-8321,0
P00591,SUB-8453,0
P08311,SUB-9552,0
Q6YP21,SUB-6129,0
O33472,SUB-229,1
C9K2Z6,SUB-1725,0
P07872,SUB-660,1
Q7X2H8,SUB-10191,1
Q57160,SUB-1291,0
D3RXI4,SUB-2232,0
P17178,SUB-4336,0
Q9Y5Z0,SUB-1995,1
P84142,SUB-4558,0
Q9I7I4,SUB-9077,1
Q9SJM7,SUB-7699,0
Q96Z02,SUB-5805,1
Q9VBP6,SUB-4020,0
Q8VPD4,SUB-1564,0
C9K2Z6,SUB-10250,1
P23457,SUB-5018,0
P16386,SUB-2399,1
Q02068,SUB-299,1
Q8VPD4,SUB-8960,1
P80679,SUB-1632,1
P07872,SUB-4259,0
P04335,SUB-3049,1
A5H0J5,SUB-1415,1
Q8NBN7,SUB-8933,0
E7FI45,SUB-5531,0
Q31QF3,SUB-3270,0
Q402C7,SUB-7700,0
B3GEB1,SUB-2142,0
P26439,SUB-9704,1
G4RK44,SUB-6805,1
Q6XUJ4,SUB-4659,1
Q5QE78,SUB-9623,1
C9K2Z6,SUB-8034,1
E6UBR9,SUB-4,1
Q8IU89,SUB-9875,0
Q01284,SUB-3337,1
Q8IZV5,SUB-918,0
Q7X2D3,SUB-8166,0
Q9Y3D8,SUB-6471,0
Q9BT40,SUB-7619,0
P15309,SUB-5270,0
P29141,SUB-7748,1
P23739,SUB-3767,0
Q4J9F2,SUB-5242,1
P30837,SUB-9009,0
